,Date,Event-Code,Event-Name,Full Name,Fighter-2-Name,W,L,D,NC,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,TKO - Doctor's Stoppage,DQ,Overturned,Could Not Continue,Other,Details,Judge-1-Name,Judge-1-Score,Judge-2-Name,Judge-2-Score,Judge-3-Name,Judge-3-Score,Finish-Time,Finish-Round,Total-Rounds,Total-Fight-Time-Sec,Referee,Belt,Women's-Bout,Interim-Bout,Strawweight,Flyweight,Bantamweight,Featherweight,Lightweight,Welterweight,Middleweight,Light-Heavyweight,Heavyweight,Catch-Weight,Open-Weight,Super-Heavyweight,Superfight,Fight-Bonus,Performance-Bonus,KO-Bonus,Submission-Bonus,Knockdowns,Significant-Strike-Land,Significant-Strike-Attempt,Significant-Strike-Percent,Total-Strikes-Land,Total-Strikes-Attempt,Takedown-Success,Takedown-Land,Takedown-Percent,Submission-Attempt,Submission-Reverse,Control-Time-Sec,Head-Land,Head-Attempt,Body-Land,Body-Attempt,Leg-Land,Leg-Attempt,Distance-Land,Distance-Attempt,Clinch-Land,Clinch-Attempt,Ground-Land,Ground-Attempt,Fighter-Active-Status,Fight-City,Fight-State,Fight-Country,PPV-Sales,Height,Weight,Reach,Stance,Date of Birth,SLpM,StrAcc,SApM,StrDef,TdAvg,TdAcc,TdDef,SubAvg,Age-Days,Age,Round-1-Knockdown,Round-1-Significant-Strikes,Round-1-Significant-Strikes-Percent,Round-1-Total-Strikes,Round-1-Takedowns,Round-1-Takedown-Percent,Round-1-Submission-Attempt,Round-1-Submission-Reverse,Round-1-Control-Time,Round-1-Head,Round-1-Body,Round-1-Leg,Round-1-Distance,Round-1-Clinch,Round-1-Ground,Round-2-Knockdown,Round-2-Significant-Strikes,Round-2-Significant-Strikes-Percent,Round-2-Total-Strikes,Round-2-Takedowns,Round-2-Takedown-Percent,Round-2-Submission-Attempt,Round-2-Submission-Reverse,Round-2-Control-Time,Round-2-Head,Round-2-Body,Round-2-Leg,Round-2-Distance,Round-2-Clinch,Round-2-Ground,Round-3-Knockdown,Round-3-Significant-Strikes,Round-3-Significant-Strikes-Percent,Round-3-Total-Strikes,Round-3-Takedowns,Round-3-Takedown-Percent,Round-3-Submission-Attempt,Round-3-Submission-Reverse,Round-3-Control-Time,Round-3-Head,Round-3-Body,Round-3-Leg,Round-3-Distance,Round-3-Clinch,Round-3-Ground,Round-4-Knockdown,Round-4-Significant-Strikes,Round-4-Significant-Strikes-Percent,Round-4-Total-Strikes,Round-4-Takedowns,Round-4-Takedown-Percent,Round-4-Submission-Attempt,Round-4-Submission-Reverse,Round-4-Control-Time,Round-4-Head,Round-4-Body,Round-4-Leg,Round-4-Distance,Round-4-Clinch,Round-4-Ground,Round-5-Knockdown,Round-5-Significant-Strikes,Round-5-Significant-Strikes-Percent,Round-5-Total-Strikes,Round-5-Takedowns,Round-5-Takedown-Percent,Round-5-Submission-Attempt,Round-5-Submission-Reverse,Round-5-Control-Time,Round-5-Head,Round-5-Body,Round-5-Leg,Round-5-Distance,Round-5-Clinch,Round-5-Ground
1586,2012-01-14 00:00:00,18524b46c570730b,UFC 142: Aldo vs Mendes,Carlo Prater,Erick Silva,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0:29,1,3,29,Mario Yamasaki,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio de Janeiro,,Brazil,235000,"5' 11""",155,72,Switch,1981-06-25 00:00:00,2.03,47,4.07,35,0.43,9,57,1.7,11160,30,0,0 of 0,0,0 of 0,0 of 2,0,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1587,2012-10-05 00:00:00,6a0b80a24f22e152,UFC on FX: Browne vs Bigfoot,Carlo Prater,Marcus LeVesseur,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Sal D'amato,28 - 29,Chris Lee,29 - 28,Andy Kemp,28 - 29,5:00,3,3,900,Josh Rosenthal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,79,53,54,91,0,5,0,3,0,132,0,19,29,47,13,13,5,24,37,55,0,0,0,Minneapolis, Minnesota, USA,,"5' 11""",155,72,Switch,1981-06-25 00:00:00,2.03,47,4.07,35,0.43,9,57,1.7,11425,31,0,16 of 23,69,23 of 30,0 of 1,0,0,0,1:09,0 of 4,9 of 12,7 of 7,1 of 5,15 of 18,0 of 0,0,13 of 30,43,15 of 32,0 of 3,0,1,0,0:52,0 of 7,9 of 19,4 of 4,2 of 9,11 of 21,0 of 0,0,13 of 26,50,16 of 29,0 of 1,0,2,0,0:11,0 of 8,11 of 16,2 of 2,2 of 10,11 of 16,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1588,2012-05-15 00:00:00,8caca5857ce0e30b,UFC on FUEL TV: Korean Zombie vs Poirier,Carlo Prater,TJ Grant,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Brian Costello,30 - 27,Sal D'amato,30 - 27,Cardo Urso,30 - 27,5:00,3,3,900,Mario Yamasaki,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,44,33,67,0,3,0,1,1,35,14,41,3,8,10,12,25,57,2,3,0,1,0,Fairfax, Virginia, USA,,"5' 11""",155,72,Switch,1981-06-25 00:00:00,2.03,47,4.07,35,0.43,9,57,1.7,11282,30,0,9 of 25,36,9 of 25,0 of 2,0,0,0,0:15,5 of 19,0 of 1,4 of 5,9 of 24,0 of 1,0 of 0,0,7 of 14,50,9 of 16,0 of 1,0,0,1,0:20,1 of 5,3 of 5,3 of 4,5 of 12,2 of 2,0 of 0,0,11 of 22,50,15 of 26,0 of 0,0,1,0,0:00,8 of 17,0 of 2,3 of 3,11 of 21,0 of 0,0 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1589,1997-10-17 00:00:00,07a18ae55dfc3cd9,UFC 15: Collision Course,Carlos Barreto,Dave Beneteau,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,3:00,2,1,480,John McCarthy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,32,34,61,87,2,4,50,0,0,0,6,23,4,6,1,3,2,19,6,10,3,3,0,Bay St. Louis, Mississippi, USA,,"6' 4""",230,,Orthodox,,0,0,0,0,0,0,0,0,35720,,0,11 of 31,35,56 of 80,1 of 2,50,0,0,--,6 of 23,4 of 6,1 of 2,2 of 18,6 of 10,3 of 3,0,0 of 1,0,5 of 7,1 of 2,50,0,0,--,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1590,2017-12-30 00:00:00,04076783ca83d6ae,UFC 219: Cyborg vs. Holm,Carlos Condit,Neil Magny,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Derek Cleary,30 - 27,Dave Hagen,30 - 27,Glenn Trowbridge,29 - 28,5:00,3,3,900,John McCarthy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,112,33,64,140,0,0,,0,0,44,10,69,10,21,17,22,32,103,5,9,0,0,1,Las Vegas, Nevada, USA,380000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,12301,33,0,10 of 31,32,18 of 40,0 of 0,0,0,0,0:20,3 of 20,2 of 5,5 of 6,7 of 27,3 of 4,0 of 0,0,10 of 20,50,28 of 38,0 of 0,0,0,0,0:17,3 of 11,3 of 5,4 of 4,8 of 18,2 of 2,0 of 0,0,17 of 61,27,18 of 62,0 of 0,0,0,0,0:07,4 of 38,5 of 11,8 of 12,17 of 58,0 of 3,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1591,2009-04-01 00:00:00,04d5718ed2661e8c,UFC Fight Night: Condit vs Kampmann,Carlos Condit,Martin Kampmann,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Doug Crosby,29 - 28,Cecil Peoples,28 - 29,Nelson Hamilton,29 - 28,5:00,3,3,900,Herb Dean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,86,40,71,124,3,4,75,3,0,190,20,70,13,14,2,2,21,55,6,22,8,9,1,Nashville, Tennessee, USA,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,9106,24,0,13 of 36,36,18 of 41,1 of 1,100,0,0,1:59,8 of 31,5 of 5,0 of 0,8 of 25,2 of 7,3 of 4,0,15 of 36,41,31 of 53,2 of 3,66,1,0,1:05,9 of 29,4 of 5,2 of 2,7 of 21,4 of 11,4 of 4,0,7 of 14,50,22 of 30,0 of 0,0,2,0,0:06,3 of 10,4 of 4,0 of 0,6 of 9,0 of 4,1 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1592,2014-03-15 00:00:00,179f1948dc234f1f,UFC 171: Hendricks vs Lawler,Carlos Condit,Tyron Woodley,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,2:00,2,3,420,Jacob Montalvo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,43,30,52,84,0,0,,1,0,3,6,32,3,5,4,6,10,39,3,4,0,0,1,Dallas, Texas, USA,300000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,10915,29,0,8 of 29,27,29 of 51,0 of 0,0,1,0,0:03,4 of 22,2 of 3,2 of 4,5 of 25,3 of 4,0 of 0,0,5 of 14,35,23 of 33,0 of 0,0,0,0,0:00,2 of 10,1 of 2,2 of 2,5 of 14,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1593,2021-01-16 00:00:00,307064d3e0f036c2,UFC Fight Night: Holloway vs. Kattar,Carlos Condit,Matt Brown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Anders Ohlsson,30 - 27,Paul Sutherland,30 - 27,Clemens Werner,30 - 27,5:00,3,3,900,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,88,44,157,209,2,4,50,0,1,292,30,73,4,8,5,7,22,68,5,5,12,15,1,Abu Dhabi, Abu Dhabi, United Arab Emirates,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,13414,36,0,6 of 22,27,60 of 77,0 of 0,0,0,1,0:23,3 of 16,1 of 3,2 of 3,3 of 17,0 of 0,3 of 5,0,21 of 44,47,58 of 83,2 of 3,66,0,0,2:25,17 of 38,2 of 3,2 of 3,14 of 36,0 of 0,7 of 8,0,12 of 22,54,39 of 49,0 of 1,0,0,0,2:04,10 of 19,1 of 2,1 of 1,5 of 15,5 of 5,2 of 2,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1594,2016-01-02 00:00:00,380e8b023290d091,UFC 195: Lawler vs Condit,Carlos Condit,Robbie Lawler,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Derek Cleary,48 - 47,Tony Weeks,47 - 48,Chris Lee,48 - 47,5:00,5,5,1500,John McCarthy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,176,495,35,177,497,0,0,,0,0,10,96,372,47,79,33,44,149,447,27,48,0,0,1,Las Vegas, Nevada, USA,230000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,11573,31,0,28 of 75,37,28 of 75,0 of 0,0,0,0,0:07,9 of 52,9 of 12,10 of 11,23 of 67,5 of 8,0 of 0,0,17 of 71,23,18 of 73,0 of 0,0,0,0,0:00,6 of 49,4 of 11,7 of 11,16 of 70,1 of 1,0 of 0,0,22 of 78,28,22 of 78,0 of 0,0,0,0,0:03,6 of 50,9 of 20,7 of 8,20 of 76,2 of 2,0 of 0,0,47 of 98,47,47 of 98,0 of 0,0,0,0,0:00,27 of 73,14 of 17,6 of 8,39 of 86,8 of 12,0 of 0,0,62 of 173,35,62 of 173,0 of 0,0,0,0,0:00,48 of 148,11 of 19,3 of 6,51 of 148,11 of 25,0 of 0
1595,2018-04-14 00:00:00,620be7e0712d431b,UFC Fight Night: Poirier vs. Gaethje,Carlos Condit,Alex Oliveira,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,3:17,2,3,497,Chris Tognoni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,18,66,42,49,1,1,100,1,1,171,6,12,2,2,4,4,6,11,0,0,6,7,1,Glendale, Arizona, USA,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,12406,33,0,5 of 6,83,28 of 30,0 of 0,0,1,1,2:00,1 of 2,0 of 0,4 of 4,4 of 5,0 of 0,1 of 1,0,7 of 12,58,14 of 19,1 of 1,100,0,0,0:51,5 of 10,2 of 2,0 of 0,2 of 6,0 of 0,5 of 6,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1596,2020-10-03 00:00:00,805ad1801eb26abb,UFC Fight Night: Holm vs. Aldana,Carlos Condit,Court McGee,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Anders Ohlsson,27 - 30,Dave Tirelli,27 - 30,Clemens Werner,27 - 30,5:00,3,3,900,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,88,230,38,88,230,0,0,,0,0,2,50,173,17,34,21,23,87,228,0,0,1,2,1,Abu Dhabi, Abu Dhabi, United Arab Emirates,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,13309,36,1,15 of 38,39,15 of 38,0 of 0,0,0,0,0:00,5 of 19,4 of 12,6 of 7,15 of 38,0 of 0,0 of 0,0,30 of 71,42,30 of 71,0 of 0,0,0,0,0:00,17 of 54,7 of 11,6 of 6,30 of 71,0 of 0,0 of 0,0,43 of 121,35,43 of 121,0 of 0,0,0,0,0:02,28 of 100,6 of 11,9 of 10,42 of 119,0 of 0,1 of 2,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1597,2011-07-02 00:00:00,83fd97284f4bb4a4,UFC 132: Cruz vs Faber,Carlos Condit,Dong Hyun Kim,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,2:58,1,3,178,Steve Mazzagatti,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,21,38,9,22,0,0,,1,1,9,7,17,0,1,1,3,3,15,0,0,5,6,1,Las Vegas, Nevada, USA,350000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,9928,27,1,8 of 21,38,9 of 22,0 of 0,0,1,1,0:09,7 of 17,0 of 1,1 of 3,3 of 15,0 of 0,5 of 6,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1598,2009-09-16 00:00:00,a8ea84cbe1655f0a,UFC Fight Night: Diaz vs Guillard,Carlos Condit,Jake Ellenberger,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,Sal D'amato,29 - 28,Chris Lee,29 - 28,Cecil Peoples,28 - 29,5:00,3,3,900,Leon Roberts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,70,38,168,222,1,2,50,1,2,238,21,61,5,7,1,2,4,29,4,9,19,32,1,Oklahoma City, Oklahoma, USA,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,9274,25,0,7 of 21,33,29 of 48,0 of 1,0,0,1,0:40,4 of 17,2 of 3,1 of 1,2 of 11,4 of 9,1 of 1,0,7 of 24,29,52 of 70,0 of 0,0,1,1,0:45,6 of 21,1 of 2,0 of 1,1 of 12,0 of 0,6 of 12,0,13 of 25,52,87 of 104,1 of 1,100,0,0,2:33,11 of 23,2 of 2,0 of 0,1 of 6,0 of 0,12 of 19,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1599,2015-05-30 00:00:00,aae0897825336b1a,UFC Fight Night: Condit vs Alves,Carlos Condit,Thiago Alves,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,5:00,2,5,600,Mario Yamasaki,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,75,162,46,107,200,2,3,66,0,0,153,50,128,14,18,11,16,49,128,4,8,22,26,1,Goiania, Goias, Brazil,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,11356,31,0,24 of 82,29,24 of 82,0 of 0,0,0,0,0:00,9 of 59,5 of 8,10 of 15,24 of 81,0 of 1,0 of 0,1,51 of 80,63,83 of 118,2 of 3,66,0,0,2:33,41 of 69,9 of 10,1 of 1,25 of 47,4 of 7,22 of 26,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1600,2018-12-29 00:00:00,c046100aea0dba9a,UFC 232: Jones vs. Gustafsson 2,Carlos Condit,Michael Chiesa,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0:56,2,3,356,Mike Beltran,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,24,20,20,39,0,0,,1,1,18,2,18,2,5,1,1,2,18,2,4,1,2,1,Los Angeles, California, USA,700000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,12665,34,0,4 of 15,26,19 of 30,0 of 0,0,1,1,0:18,2 of 11,2 of 4,0 of 0,1 of 9,2 of 4,1 of 2,0,1 of 9,11,1 of 9,0 of 0,0,0,0,0:00,0 of 7,0 of 1,1 of 1,1 of 9,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1601,2010-06-12 00:00:00,cfb65863d5099327,UFC 115: Liddell vs Franklin,Carlos Condit,Rory MacDonald,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,4:53,3,3,893,Kevin Dornan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,72,170,42,149,261,0,2,0,1,1,247,43,124,10,22,19,24,32,101,11,24,29,45,1,Vancouver, British Columbia, Canada,520000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,9543,26,0,14 of 42,33,46 of 78,0 of 0,0,0,0,0:00,4 of 23,2 of 9,8 of 10,12 of 36,2 of 6,0 of 0,0,23 of 64,35,40 of 82,0 of 2,0,0,0,0:09,10 of 47,5 of 7,8 of 10,17 of 52,5 of 10,1 of 2,0,35 of 64,54,63 of 101,0 of 0,0,1,1,3:58,29 of 54,3 of 6,3 of 4,3 of 13,4 of 8,28 of 43,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1602,2016-08-27 00:00:00,cfbccfed4e4796fe,UFC on FOX: Maia vs. Condit,Carlos Condit,Demian Maia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,1:52,1,5,112,John McCarthy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,16,1,6,0,0,,0,0,0,1,5,0,1,0,0,1,5,0,0,0,1,1,Vancouver, British Columbia, Canada,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,11811,32,0,1 of 6,16,1 of 6,0 of 0,0,0,0,0:00,1 of 5,0 of 1,0 of 0,1 of 5,0 of 0,0 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1603,2012-11-17 00:00:00,d41937647eae9a34,UFC 154: St-Pierre vs Condit,Carlos Condit,Georges St-Pierre,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Sal D'amato,46 - 49,David Therien,45 - 50,Tony Weeks,45 - 50,5:00,5,5,1500,Yves Lavigne,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,36,148,24,190,323,0,0,,0,1,64,27,117,4,13,5,18,23,128,0,1,13,19,1,Montreal, Quebec, Canada,700000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,10432,28,0,2 of 20,10,38 of 67,0 of 0,0,0,0,0:00,1 of 14,0 of 1,1 of 5,2 of 20,0 of 0,0 of 0,0,9 of 47,19,38 of 79,0 of 0,0,0,0,0:00,5 of 34,3 of 7,1 of 6,8 of 46,0 of 0,1 of 1,1,16 of 28,57,60 of 74,0 of 0,0,0,0,0:52,15 of 26,1 of 1,0 of 1,5 of 11,0 of 1,11 of 16,0,3 of 9,33,33 of 42,0 of 0,0,0,1,0:12,2 of 7,0 of 0,1 of 2,2 of 7,0 of 0,1 of 2,0,6 of 44,13,21 of 61,0 of 0,0,0,0,0:00,4 of 36,0 of 4,2 of 4,6 of 44,0 of 0,0 of 0
1604,2010-10-16 00:00:00,d512d9f204059f57,UFC 120: Bisping vs Akiyama,Carlos Condit,Dan Hardy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,4:27,1,3,267,Dan Miragliotta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,26,59,44,26,59,0,0,,0,0,3,10,36,3,5,13,18,24,57,0,0,2,2,1,London, England, United Kingdom,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,9669,26,1,26 of 59,44,26 of 59,0 of 0,0,0,0,0:03,10 of 36,3 of 5,13 of 18,24 of 57,0 of 0,2 of 2,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1605,2012-02-04 00:00:00,df2cf66d8c0123db,UFC 143: Diaz vs Condit,Carlos Condit,Nick Diaz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Junichiro Kamijo,48 - 47,Patricia Morse-Jarman,49 - 46,Cecil Peoples,49 - 46,5:00,5,5,1500,Steve Mazzagatti,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,151,320,47,159,329,0,0,,0,0,4,52,192,31,41,68,87,150,318,1,2,0,0,1,Las Vegas, Nevada, USA,400000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,10145,27,0,29 of 63,46,30 of 64,0 of 0,0,0,0,0:00,7 of 35,6 of 8,16 of 20,29 of 63,0 of 0,0 of 0,0,29 of 78,37,29 of 78,0 of 0,0,0,0,0:00,9 of 52,9 of 10,11 of 16,29 of 77,0 of 1,0 of 0,0,32 of 72,44,33 of 74,0 of 0,0,0,0,0:00,10 of 44,7 of 11,15 of 17,31 of 71,1 of 1,0 of 0,0,36 of 63,57,37 of 64,0 of 0,0,0,0,0:00,13 of 32,6 of 8,17 of 23,36 of 63,0 of 0,0 of 0,0,25 of 44,56,30 of 49,0 of 0,0,0,0,0:04,13 of 29,3 of 4,9 of 11,25 of 44,0 of 0,0 of 0
1606,2013-08-28 00:00:00,e5c38954c006f15c,UFC Fight Night: Condit vs Kampmann 2,Carlos Condit,Martin Kampmann,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0:54,4,5,954,Herb Dean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,100,235,42,147,282,0,2,0,2,1,76,68,185,15,25,17,25,81,208,17,24,2,3,1,Indianapolis, Indiana, USA,,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,10716,29,0,7 of 15,46,32 of 40,0 of 0,0,0,1,0:18,5 of 13,1 of 1,1 of 1,2 of 7,5 of 8,0 of 0,0,34 of 91,37,37 of 94,0 of 1,0,0,0,0:15,17 of 65,6 of 9,11 of 17,29 of 84,5 of 7,0 of 0,0,44 of 104,42,63 of 123,0 of 0,0,2,0,0:42,34 of 87,5 of 10,5 of 7,37 of 95,5 of 6,2 of 3,1,15 of 25,60,15 of 25,0 of 1,0,0,0,0:01,12 of 20,3 of 5,0 of 0,13 of 22,2 of 3,0 of 0,0,,0,,,0,0,0,,,,,,,
1607,2013-03-16 00:00:00,f1b2a4365799c48b,UFC 158: St-Pierre vs Diaz,Carlos Condit,Johny Hendricks,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Claude Paquette,29 - 28,Sal D'amato,29 - 28,Benoit Roussel,29 - 28,5:00,3,3,900,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,42,145,28,94,201,0,0,,0,0,24,26,118,10,16,6,11,34,130,2,9,6,6,1,Montreal, Quebec, Canada,950000,"6' 2""",170,75,Orthodox,1984-04-26 00:00:00,3.63,39,2.49,56,0.62,54,39,1,10551,28,0,15 of 39,38,25 of 52,0 of 0,0,0,0,0:24,11 of 32,2 of 3,2 of 4,12 of 36,0 of 0,3 of 3,0,13 of 49,26,24 of 60,0 of 0,0,0,0,0:00,7 of 36,5 of 10,1 of 3,12 of 47,1 of 2,0 of 0,0,14 of 57,24,45 of 89,0 of 0,0,0,0,0:00,8 of 50,3 of 3,3 of 4,10 of 47,1 of 7,3 of 3,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
1608,2010-11-13 00:00:00,0ff11cc094e887bc,UFC 122: Marquardt vs Okami,Carlos Eduardo Rocha,Kris McCray,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2:21,1,3,141,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,3,5,0,0,,1,1,24,1,3,0,0,1,1,2,4,0,0,0,0,0,Oberhausen, North Rhine-Westphalia, Germany,,"5' 10""",170,73,Orthodox,1981-07-12 00:00:00,1.24,34,1.85,55,0,0,52,1.4,10716,29,0,2 of 4,50,3 of 5,0 of 0,0,1,1,0:24,1 of 3,0 of 0,1 of 1,2 of 4,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
